Date,Open,High,Low,Close,Adj Close,Volume
2023-10-05,2518.000000,2524.800049,2495.350098,2519.550049,2501.205566,1909928
2023-10-06,2519.949951,2520.000000,2494.000000,2499.399902,2481.202148,1083342
2023-10-09,2485.000000,2516.500000,2481.000000,2511.300049,2493.015625,1468771
2023-10-10,2512.199951,2520.850098,2503.350098,2516.199951,2497.879883,1092373
2023-10-11,2518.350098,2563.949951,2516.250000,2556.399902,2537.787109,1697398
2023-10-12,2555.000000,2567.550049,2539.199951,2557.000000,2538.382813,1625010
2023-10-13,2553.050049,2576.699951,2542.699951,2569.449951,2550.742188,1531977
2023-10-16,2560.000000,2582.000000,2552.600098,2558.300049,2539.673584,954899
2023-10-17,2558.300049,2570.000000,2546.449951,2556.149902,2537.539063,1253538
2023-10-18,2570.050049,2571.250000,2539.550049,2548.250000,2529.696533,1084689
2023-10-19,2525.000000,2554.399902,2525.000000,2548.100098,2529.547852,1272343
2023-10-20,2520.000000,2543.550049,2485.050049,2495.149902,2476.983154,3608160
2023-10-23,2494.000000,2509.949951,2480.350098,2483.500000,2465.417969,922707
2023-10-25,2475.050049,2490.000000,2465.000000,2477.300049,2459.263184,1435836
2023-10-26,2461.000000,2490.000000,2455.649902,2476.399902,2458.369629,2650560
2023-10-27,2467.300049,2495.000000,2463.850098,2482.050049,2463.978760,1784812
2023-10-30,2471.000000,2492.000000,2462.399902,2478.899902,2460.851563,875135
2023-10-31,2470.199951,2492.000000,2467.800049,2484.000000,2465.914307,920414
2023-11-01,2485.000000,2493.949951,2466.800049,2472.250000,2454.250000,1267131
2023-11-02,2475.000000,2496.000000,2463.300049,2486.800049,2486.800049,1595123
2023-11-03,2497.000000,2512.500000,2485.800049,2509.250000,2509.250000,1125583
2023-11-06,2515.000000,2517.750000,2491.100098,2497.399902,2497.399902,1338677
2023-11-07,2496.000000,2505.199951,2485.250000,2496.449951,2496.449951,1473411
2023-11-08,2498.000000,2525.000000,2497.699951,2519.350098,2519.350098,745022
2023-11-09,2520.050049,2522.000000,2473.050049,2476.699951,2476.699951,1823094
2023-11-10,2477.000000,2488.600098,2465.350098,2486.550049,2486.550049,771062
2023-11-13,2477.199951,2487.199951,2471.000000,2478.149902,2478.149902,760809
2023-11-15,2501.899902,2503.050049,2476.000000,2486.399902,2486.399902,1457029
2023-11-16,2480.199951,2505.800049,2475.350098,2491.199951,2491.199951,1420578
2023-11-17,2465.000000,2533.500000,2465.000000,2528.800049,2528.800049,1756043
2023-11-20,2534.449951,2534.500000,2500.000000,2506.449951,2506.449951,944231
2023-11-21,2505.000000,2517.000000,2498.000000,2505.250000,2505.250000,1088806
2023-11-22,2507.750000,2524.250000,2504.000000,2521.899902,2521.899902,816610
2023-11-23,2506.199951,2527.750000,2506.199951,2519.899902,2519.899902,1023670
2023-11-24,2515.100098,2519.800049,2507.449951,2515.199951,2515.199951,735137
2023-11-28,2531.750000,2531.750000,2500.000000,2510.550049,2510.550049,1880641
2023-11-29,2512.000000,2528.649902,2508.100098,2525.050049,2525.050049,1265214
2023-11-30,2516.149902,2554.500000,2516.149902,2545.550049,2545.550049,3095684
2023-12-01,2547.500000,2581.949951,2542.000000,2563.649902,2563.649902,1345599
2023-12-04,2577.000000,2608.399902,2575.000000,2602.300049,2602.300049,2188039
2023-12-05,2637.000000,2637.000000,2556.300049,2563.250000,2563.250000,3108717
2023-12-06,2570.000000,2583.699951,2563.000000,2567.649902,2567.649902,1573754
2023-12-07,2551.100098,2559.800049,2498.600098,2518.250000,2518.250000,3925967
2023-12-08,2519.000000,2533.949951,2508.300049,2522.300049,2522.300049,1605805
2023-12-11,2522.300049,2529.949951,2499.000000,2503.649902,2503.649902,2012243
2023-12-12,2500.000000,2518.000000,2497.000000,2502.750000,2502.750000,1677929
2023-12-13,2507.850098,2516.699951,2498.050049,2511.899902,2511.899902,1513205
2023-12-14,2521.350098,2524.800049,2501.199951,2516.350098,2516.350098,2166569
2023-12-15,2520.000000,2532.000000,2507.000000,2522.899902,2522.899902,2543337
2023-12-18,2520.149902,2544.500000,2515.000000,2535.500000,2535.500000,1969036
2023-12-19,2535.050049,2566.949951,2535.000000,2560.699951,2560.699951,1656220
2023-12-20,2572.949951,2572.949951,2547.000000,2557.500000,2557.500000,1468642
2023-12-21,2542.250000,2580.000000,2536.000000,2553.199951,2553.199951,1945695
2023-12-22,2559.199951,2579.750000,2546.800049,2575.600098,2575.600098,1174984
2023-12-26,2575.600098,2591.649902,2567.050049,2584.750000,2584.750000,893776
2023-12-27,2586.000000,2612.000000,2580.899902,2608.300049,2608.300049,1073278
2023-12-28,2613.850098,2640.000000,2606.850098,2633.800049,2633.800049,1635216
2023-12-29,2633.800049,2667.100098,2621.250000,2663.949951,2663.949951,1305681
2024-01-01,2663.850098,2669.399902,2638.000000,2654.750000,2654.750000,526353
2024-01-02,2648.000000,2653.949951,2607.000000,2613.800049,2613.800049,1310629
2024-01-03,2599.000000,2628.600098,2595.550049,2606.550049,2606.550049,1008270
2024-01-04,2606.550049,2623.000000,2588.050049,2592.550049,2592.550049,1376844
2024-01-05,2595.000000,2629.899902,2595.000000,2620.050049,2620.050049,1150738
2024-01-08,2624.949951,2626.000000,2566.500000,2578.250000,2578.250000,1189828
2024-01-09,2582.550049,2589.000000,2571.550049,2579.750000,2579.750000,1017205
2024-01-10,2580.000000,2594.300049,2565.000000,2577.399902,2577.399902,881278
2024-01-11,2580.000000,2589.000000,2531.850098,2536.199951,2536.199951,2399600
2024-01-12,2533.500000,2555.000000,2511.850098,2544.000000,2544.000000,2979841
2024-01-15,2546.000000,2578.750000,2531.000000,2573.199951,2573.199951,1391204
2024-01-16,2573.199951,2584.600098,2556.350098,2569.100098,2569.100098,1599406
2024-01-17,2549.000000,2571.350098,2539.750000,2562.899902,2562.899902,3047652
2024-01-18,2570.000000,2570.000000,2537.550049,2548.000000,2548.000000,1273095
2024-01-19,2565.000000,2573.949951,2532.000000,2565.399902,2565.399902,1323064
2024-01-23,2451.000000,2480.500000,2365.449951,2375.550049,2375.550049,4369332
2024-01-24,2388.000000,2445.899902,2367.149902,2441.649902,2441.649902,1551469
2024-01-25,2454.800049,2468.000000,2420.199951,2428.300049,2428.300049,2364765
2024-01-29,2410.000000,2449.000000,2410.000000,2444.399902,2444.399902,1587091
2024-01-30,2454.000000,2494.550049,2447.300049,2458.649902,2458.649902,1793711
2024-01-31,2450.000000,2485.899902,2441.750000,2481.550049,2481.550049,1445004
2024-02-01,2475.100098,2511.550049,2468.350098,2473.600098,2473.600098,1727534
2024-02-02,2477.000000,2486.899902,2442.000000,2452.600098,2452.600098,1956115
2024-02-05,2464.000000,2464.750000,2412.750000,2419.500000,2419.500000,1315445
2024-02-06,2424.949951,2441.350098,2418.050049,2426.350098,2426.350098,1557511
2024-02-07,2439.899902,2439.899902,2411.550049,2425.449951,2425.449951,1149076
2024-02-08,2441.800049,2441.800049,2399.000000,2417.050049,2417.050049,1758661
2024-02-09,2417.050049,2428.449951,2406.100098,2424.149902,2424.149902,886474
2024-02-12,2424.100098,2429.850098,2382.000000,2385.649902,2385.649902,1292460
2024-02-13,2390.000000,2400.949951,2380.100098,2394.000000,2394.000000,957865
2024-02-14,2385.000000,2394.000000,2370.000000,2387.949951,2387.949951,1397975
2024-02-15,2368.350098,2384.699951,2346.750000,2350.850098,2350.850098,2553695
2024-02-16,2369.949951,2382.000000,2357.600098,2375.250000,2375.250000,2363302
2024-02-19,2389.500000,2394.949951,2373.800049,2387.149902,2387.149902,576683
2024-02-20,2370.100098,2408.449951,2368.199951,2404.100098,2404.100098,1032995
2024-02-21,2404.100098,2422.800049,2394.100098,2407.100098,2407.100098,1127778
2024-02-22,2420.300049,2420.300049,2365.750000,2388.100098,2388.100098,2258516
2024-02-23,2388.550049,2405.500000,2383.949951,2394.100098,2394.100098,1210775
2024-02-26,2391.100098,2406.550049,2380.000000,2404.250000,2404.250000,831596
2024-02-27,2404.050049,2408.949951,2389.149902,2405.300049,2405.300049,1120424
2024-02-28,2411.100098,2425.000000,2401.000000,2421.550049,2421.550049,629152
2024-02-29,2425.000000,2428.800049,2397.250000,2412.300049,2412.300049,2848084
2024-03-01,2416.949951,2438.800049,2404.000000,2409.699951,2409.699951,2326244
2024-03-04,2416.199951,2427.899902,2404.399902,2422.000000,2422.000000,1501261
2024-03-05,2405.000000,2420.000000,2391.100098,2399.850098,2399.850098,1587199
2024-03-06,2404.000000,2408.850098,2375.300049,2400.800049,2400.800049,1354111
2024-03-07,2404.949951,2426.000000,2403.000000,2419.550049,2419.550049,1820704
2024-03-11,2409.000000,2413.000000,2383.550049,2389.850098,2389.850098,2040761
2024-03-12,2380.000000,2385.000000,2360.800049,2378.149902,2378.149902,1012157
2024-03-13,2375.000000,2375.000000,2303.850098,2312.600098,2312.600098,2322669
2024-03-14,2304.850098,2341.699951,2301.850098,2334.600098,2334.600098,2292515
2024-03-15,2330.050049,2336.949951,2315.899902,2327.699951,2327.699951,2751403
2024-03-18,2320.800049,2325.000000,2297.000000,2299.949951,2299.949951,2487402
2024-03-19,2283.250000,2303.899902,2246.850098,2266.949951,2266.949951,4220638
2024-03-20,2250.000000,2265.449951,2240.000000,2241.949951,2241.949951,2995013
2024-03-21,2234.000000,2259.149902,2234.000000,2242.350098,2242.350098,3504486
2024-03-22,2239.050049,2266.000000,2232.050049,2256.550049,2256.550049,3507809
2024-03-26,2232.100098,2259.149902,2232.000000,2240.000000,2240.000000,3027027
2024-03-27,2250.000000,2263.000000,2236.000000,2239.699951,2239.699951,2168861
2024-03-28,2245.000000,2287.899902,2240.100098,2264.350098,2264.350098,3186360
