Date,Open,High,Low,Close,Adj Close,Volume
2021-02-18,3065.000000,3097.899902,3031.000000,3057.350098,2858.715088,4189909
2021-02-19,3058.000000,3087.149902,3016.149902,3071.850098,2872.273438,3725028
2021-02-22,3096.000000,3096.000000,2943.149902,2958.449951,2766.240234,5366696
2021-02-23,2970.000000,3028.000000,2968.000000,2980.199951,2786.577637,3832829
2021-02-24,2972.000000,3003.350098,2921.149902,2948.100098,2756.563232,3774549
2021-02-25,2974.000000,3029.899902,2968.449951,2995.300049,2800.696289,4224073
2021-02-26,2960.000000,2972.350098,2880.000000,2894.300049,2706.258057,5553153
2021-03-01,2926.000000,2965.000000,2901.800049,2924.199951,2734.216064,3265871
2021-03-02,2960.000000,3025.000000,2948.000000,3006.350098,2811.028320,3306469
2021-03-03,3035.000000,3064.000000,2996.899902,3059.100098,2860.351563,3509857
2021-03-04,3023.000000,3081.449951,3016.050049,3049.699951,2851.561768,3916760
2021-03-05,3016.100098,3063.199951,2996.600098,3008.050049,2812.617676,3203686
2021-03-08,3016.000000,3033.000000,2996.000000,3006.949951,2811.589355,2003125
2021-03-09,3006.949951,3066.899902,2992.100098,3050.949951,2852.730469,1942397
2021-03-10,3075.000000,3093.199951,3060.000000,3070.949951,2871.431152,3053778
2021-03-12,3075.000000,3117.000000,3041.350098,3057.949951,2859.275635,2938317
2021-03-15,3041.000000,3099.000000,3041.000000,3066.149902,2866.943359,3097083
2021-03-16,3060.000000,3141.000000,3060.000000,3110.050049,2907.990723,4894756
2021-03-17,3105.000000,3155.000000,3085.300049,3112.949951,2910.702393,3838390
2021-03-18,3125.949951,3146.449951,2987.050049,3036.500000,2839.219238,3656306
2021-03-19,3030.000000,3099.000000,3005.000000,3050.199951,2852.029053,5776626
2021-03-22,3048.699951,3139.449951,3018.649902,3129.649902,2926.317139,2821646
2021-03-23,3140.000000,3169.000000,3122.850098,3142.600098,2938.426025,3305973
2021-03-24,3111.199951,3152.300049,3111.149902,3121.100098,2918.322998,2207104
2021-03-25,3112.199951,3130.850098,3050.000000,3064.850098,2865.727783,3179786
2021-03-26,3090.649902,3118.000000,3043.050049,3066.800049,2867.550537,3697370
2021-03-30,3083.000000,3188.449951,3060.899902,3158.550049,2953.340332,4694008
2021-03-31,3155.000000,3205.000000,3132.000000,3177.850098,2971.386475,3530069
2021-04-01,3191.100098,3215.000000,3145.000000,3165.000000,2959.371338,4285076
2021-04-05,3171.000000,3263.000000,3151.000000,3238.899902,3028.468994,5317862
2021-04-06,3275.000000,3275.000000,3230.000000,3264.699951,3052.593506,2291562
2021-04-07,3259.000000,3277.550049,3234.800049,3271.399902,3058.857666,2491268
2021-04-08,3270.000000,3335.000000,3266.050049,3317.350098,3101.822754,2578118
2021-04-09,3354.000000,3354.350098,3308.000000,3322.250000,3106.404541,2911129
2021-04-12,3322.250000,3338.100098,3213.199951,3246.550049,3035.622559,3791828
2021-04-13,3214.000000,3214.000000,3073.050049,3104.050049,2902.380859,8654596
2021-04-15,3160.300049,3237.250000,3087.449951,3218.949951,3009.815430,6062760
2021-04-16,3229.000000,3247.000000,3182.600098,3195.149902,2987.561768,3224657
2021-04-19,3169.000000,3189.000000,3135.100098,3161.800049,2956.378906,2679106
2021-04-20,3225.000000,3225.350098,3126.350098,3144.550049,2940.249512,3141893
2021-04-22,3148.000000,3148.000000,3105.250000,3118.800049,2916.172363,1988980
2021-04-23,3105.000000,3119.000000,3091.050049,3109.500000,2907.476563,1615309
2021-04-26,3102.050049,3153.000000,3088.050049,3100.800049,2899.342041,2490260
2021-04-27,3106.000000,3136.100098,3103.000000,3132.000000,2928.515381,1471417
2021-04-28,3149.949951,3151.000000,3112.000000,3124.100098,2921.128418,1639037
2021-04-29,3145.600098,3157.350098,3105.500000,3115.250000,2912.853027,1621395
2021-04-30,3099.000000,3132.050049,3020.000000,3035.649902,2838.424805,3072305
2021-05-03,3024.899902,3055.000000,3004.000000,3037.000000,2839.687256,1545831
2021-05-04,3062.800049,3090.000000,3035.000000,3049.750000,2851.608643,1990777
2021-05-05,3070.000000,3099.399902,3052.399902,3095.699951,2894.573242,1939289
2021-05-06,3105.500000,3134.000000,3074.000000,3111.449951,2909.299805,1791671
2021-05-07,3133.000000,3159.850098,3111.800049,3132.899902,2929.355957,1912540
2021-05-10,3145.949951,3164.199951,3125.000000,3145.500000,2941.137939,2137153
2021-05-11,3125.000000,3128.100098,3091.149902,3122.600098,2919.725586,2415625
2021-05-12,3120.000000,3120.000000,3070.600098,3087.600098,2886.999268,1978558
2021-05-14,3098.500000,3098.500000,3040.000000,3051.500000,2853.244873,2043935
2021-05-17,3055.000000,3075.199951,3036.000000,3069.750000,2870.309082,2890462
2021-05-18,3100.000000,3124.000000,3078.000000,3088.800049,2888.121338,2098538
2021-05-19,3084.000000,3118.000000,3067.100098,3082.000000,2881.763428,1986041
2021-05-20,3067.100098,3088.800049,3052.100098,3060.000000,2861.192871,2329027
2021-05-21,3061.000000,3088.199951,3055.100098,3080.500000,2880.361084,1685566
2021-05-24,3081.500000,3105.000000,3072.000000,3081.500000,2881.295898,1652260
2021-05-25,3092.000000,3128.250000,3082.100098,3114.000000,2925.926758,1841613
2021-05-26,3120.000000,3165.000000,3103.800049,3158.500000,2967.739258,1923753
2021-05-27,3161.949951,3217.750000,3161.800049,3180.000000,2987.941162,5959785
2021-05-28,3189.500000,3198.000000,3135.649902,3143.600098,2953.739502,1763701
2021-05-31,3150.000000,3170.350098,3128.600098,3159.149902,2968.350342,1652799
2021-06-01,3168.600098,3169.949951,3132.000000,3153.000000,2962.571533,1377441
2021-06-02,3150.850098,3159.449951,3115.000000,3129.449951,2940.443115,2240078
2021-06-03,3154.550049,3154.550049,3122.649902,3141.250000,2951.531006,1281706
2021-06-04,3128.000000,3156.850098,3125.000000,3143.750000,2953.879883,1836060
2021-06-07,3145.000000,3190.449951,3133.600098,3183.199951,2990.947510,2559821
2021-06-08,3198.000000,3231.000000,3187.199951,3200.149902,3006.873779,2574057
2021-06-09,3202.000000,3220.000000,3186.199951,3200.250000,3006.967773,1710925
2021-06-10,3210.000000,3224.000000,3193.000000,3216.800049,3022.518311,1874324
2021-06-11,3211.550049,3309.000000,3211.000000,3273.800049,3076.075928,3452954
2021-06-14,3279.000000,3308.699951,3270.350098,3276.350098,3078.471680,1847360
2021-06-15,3298.000000,3298.000000,3251.550049,3262.750000,3065.693115,1304985
2021-06-16,3262.100098,3294.699951,3253.000000,3274.350098,3076.592773,1635552
2021-06-17,3265.500000,3336.050049,3260.000000,3317.750000,3117.371338,2273413
2021-06-18,3350.899902,3358.000000,3275.000000,3297.300049,3098.156250,3380431
2021-06-21,3265.000000,3286.000000,3251.699951,3273.100098,3075.417969,1130569
2021-06-22,3304.000000,3327.050049,3285.000000,3301.199951,3101.820801,1708688
2021-06-23,3329.000000,3329.000000,3256.399902,3261.399902,3064.424072,1467104
2021-06-24,3284.000000,3383.000000,3278.500000,3373.600098,3169.847900,4155204
2021-06-25,3375.250000,3399.649902,3350.000000,3380.800049,3176.613281,2722861
2021-06-28,3391.500000,3391.500000,3333.000000,3336.750000,3135.223633,1355238
2021-06-29,3342.000000,3366.300049,3326.500000,3340.850098,3139.076416,1497322
2021-06-30,3346.000000,3382.000000,3338.500000,3345.750000,3143.679932,1693146
2021-07-01,3358.000000,3362.000000,3332.350098,3341.500000,3139.687012,990310
2021-07-02,3331.000000,3339.699951,3295.199951,3325.449951,3124.606201,1682274
2021-07-05,3342.000000,3374.000000,3302.000000,3321.000000,3120.424561,1972858
2021-07-06,3313.000000,3328.000000,3256.100098,3262.300049,3065.269775,2159420
2021-07-07,3275.000000,3282.699951,3241.600098,3274.949951,3077.156006,2640710
2021-07-08,3298.000000,3298.000000,3231.899902,3258.500000,3061.699463,2485811
2021-07-09,3250.000000,3282.000000,3201.000000,3208.149902,3014.390137,6365067
2021-07-12,3235.000000,3236.000000,3188.350098,3193.100098,3000.249756,1892226
2021-07-13,3214.000000,3214.000000,3175.000000,3187.550049,2995.034912,1809339
2021-07-14,3187.000000,3222.000000,3185.000000,3214.550049,3020.404297,2044279
2021-07-15,3227.600098,3231.850098,3194.000000,3202.949951,3016.072510,2232968
2021-07-16,3213.000000,3219.850098,3192.000000,3194.800049,3008.398193,1256526
2021-07-19,3180.000000,3199.800049,3176.000000,3184.600098,2998.793213,1597058
2021-07-20,3184.600098,3215.000000,3156.149902,3205.800049,3018.755859,1811945
2021-07-22,3190.000000,3224.949951,3190.000000,3216.350098,3028.690918,2859334
2021-07-23,3230.000000,3241.550049,3206.649902,3212.850098,3025.394775,1776193
2021-07-26,3200.000000,3224.250000,3190.850098,3197.550049,3010.987549,1259611
2021-07-27,3200.000000,3210.000000,3161.149902,3182.949951,2997.239258,1121367
2021-07-28,3188.000000,3204.449951,3132.399902,3197.800049,3011.223145,1660654
2021-07-29,3200.250000,3225.449951,3190.300049,3195.800049,3009.339600,1731997
2021-07-30,3219.000000,3223.500000,3162.350098,3167.449951,2982.643555,2999943
2021-08-02,3180.000000,3224.899902,3167.000000,3219.399902,3031.562256,2608669
2021-08-03,3229.000000,3290.000000,3218.949951,3284.899902,3093.241211,3804735
2021-08-04,3300.000000,3305.199951,3261.199951,3273.949951,3082.929932,2929598
2021-08-05,3275.000000,3315.000000,3262.500000,3283.949951,3092.346924,2534521
2021-08-06,3272.550049,3324.000000,3265.000000,3309.800049,3116.688232,2292362
2021-08-09,3323.899902,3337.000000,3310.000000,3322.699951,3128.835693,1510489
2021-08-10,3315.600098,3349.899902,3315.600098,3333.899902,3139.382324,2040777
2021-08-11,3350.000000,3360.000000,3327.100098,3344.199951,3149.081299,1929707
2021-08-12,3326.000000,3368.000000,3326.000000,3351.750000,3156.190674,1310205
2021-08-13,3360.750000,3480.000000,3357.500000,3463.399902,3261.326172,4363584
2021-08-16,3460.000000,3494.350098,3436.500000,3472.949951,3270.319580,2083489
2021-08-17,3482.100098,3560.800049,3463.000000,3553.050049,3345.746094,4336019
2021-08-18,3573.850098,3595.000000,3536.600098,3560.550049,3352.808350,2631309
2021-08-20,3506.000000,3575.000000,3500.000000,3559.500000,3351.819580,2836148
2021-08-23,3580.000000,3673.000000,3561.899902,3637.399902,3425.174316,3744176
2021-08-24,3657.000000,3667.350098,3594.399902,3613.199951,3402.386230,2511141
2021-08-25,3610.000000,3697.750000,3607.050049,3659.000000,3445.513916,2123263
2021-08-26,3660.000000,3687.600098,3647.899902,3671.850098,3457.614502,1902533
2021-08-27,3666.000000,3729.500000,3651.100098,3720.149902,3503.096191,3944728
2021-08-30,3715.000000,3740.350098,3687.600098,3701.300049,3485.346191,2033114
2021-08-31,3709.399902,3804.100098,3703.449951,3786.449951,3565.527832,3207480
2021-09-01,3796.000000,3816.699951,3707.000000,3714.949951,3498.199463,2643336
2021-09-02,3734.000000,3859.149902,3722.000000,3836.750000,3612.893311,3403717
2021-09-03,3825.000000,3856.899902,3804.550049,3842.050049,3617.884033,1746812
2021-09-06,3849.699951,3877.600098,3814.000000,3852.000000,3627.253418,1723693
2021-09-07,3864.000000,3869.949951,3808.250000,3815.899902,3593.259766,1585039
2021-09-08,3810.000000,3815.000000,3756.000000,3774.149902,3553.945313,4147175
2021-09-09,3789.699951,3808.699951,3765.000000,3791.399902,3570.188965,1441148
2021-09-13,3767.000000,3852.399902,3767.000000,3845.350098,3620.991699,1691473
2021-09-14,3849.949951,3896.500000,3825.000000,3885.899902,3659.175537,1991188
2021-09-15,3882.100098,3980.000000,3866.000000,3954.550049,3723.820313,2461369
2021-09-16,3930.000000,3981.750000,3892.100098,3903.300049,3675.560303,2946666
2021-09-17,3920.000000,3945.000000,3805.000000,3827.850098,3604.512451,6477148
2021-09-20,3809.000000,3871.000000,3807.850098,3823.500000,3600.416016,2002008
2021-09-21,3858.000000,3871.550049,3821.649902,3862.949951,3637.564453,1568129
2021-09-22,3862.500000,3896.850098,3852.449951,3862.149902,3636.811035,1744067
2021-09-23,3870.000000,3879.000000,3835.000000,3869.250000,3643.496826,2003869
2021-09-24,3890.000000,3944.399902,3855.000000,3871.300049,3645.427490,2320754
2021-09-27,3900.000000,3904.000000,3802.899902,3836.949951,3613.081299,1673362
2021-09-28,3850.000000,3850.000000,3751.250000,3779.149902,3558.653809,2253075
2021-09-29,3759.800049,3806.000000,3722.149902,3791.899902,3570.659668,2489161
2021-09-30,3805.000000,3805.000000,3750.100098,3775.550049,3555.263916,2252412
2021-10-01,3781.750000,3810.000000,3725.000000,3730.199951,3512.559570,1578374
2021-10-04,3724.800049,3783.649902,3707.449951,3773.300049,3553.145020,1356860
2021-10-05,3754.000000,3840.000000,3741.600098,3833.300049,3609.644287,1877966
2021-10-06,3836.000000,3857.449951,3795.000000,3810.899902,3588.551514,1678154
2021-10-07,3830.000000,3899.000000,3820.050049,3892.899902,3665.767090,1647233
2021-10-08,3925.000000,3989.899902,3900.000000,3935.649902,3706.022461,2934339
2021-10-11,3755.000000,3757.500000,3660.000000,3685.600098,3470.562256,11845402
2021-10-12,3706.000000,3707.000000,3630.600098,3652.850098,3439.723145,5752877
2021-10-13,3650.000000,3675.449951,3645.000000,3655.199951,3441.935791,3545655
2021-10-14,3625.000000,3670.000000,3608.199951,3611.449951,3407.263672,6442299
2021-10-18,3603.449951,3652.699951,3601.449951,3647.149902,3440.945068,3590107
2021-10-19,3669.000000,3690.100098,3625.199951,3634.149902,3428.679932,3135441
2021-10-20,3612.000000,3630.000000,3578.300049,3608.850098,3404.810547,2933693
2021-10-21,3604.100098,3607.449951,3511.250000,3532.500000,3332.777344,4871211
2021-10-22,3560.000000,3561.600098,3485.000000,3498.850098,3301.030273,2691670
2021-10-25,3503.000000,3514.550049,3450.000000,3492.949951,3295.463867,2595594
2021-10-26,3494.500000,3529.000000,3475.000000,3482.600098,3285.698730,3878763
2021-10-27,3483.000000,3511.250000,3483.000000,3489.750000,3292.444580,2510813
2021-10-28,3518.000000,3518.000000,3415.000000,3421.649902,3228.194336,2424942
2021-10-29,3400.050049,3461.000000,3385.949951,3397.750000,3205.645996,3960501
2021-11-01,3437.949951,3487.000000,3412.949951,3476.399902,3279.849121,2020718
2021-11-02,3494.000000,3513.600098,3469.750000,3484.199951,3287.208008,3087414
2021-11-03,3504.199951,3519.899902,3466.050049,3492.250000,3294.802979,1537639
2021-11-04,3512.949951,3513.250000,3505.000000,3508.649902,3310.275879,328991
2021-11-08,3548.000000,3548.000000,3481.199951,3502.750000,3304.709473,2526082
2021-11-09,3508.000000,3535.000000,3496.000000,3505.699951,3307.492676,1782692
2021-11-10,3498.000000,3519.699951,3480.199951,3484.300049,3287.302246,1516489
2021-11-11,3480.000000,3510.050049,3436.000000,3488.199951,3290.982178,1284514
2021-11-12,3506.000000,3534.149902,3485.699951,3526.050049,3326.692383,1747259
2021-11-15,3528.000000,3569.600098,3528.000000,3553.300049,3352.401123,1809157
2021-11-16,3569.000000,3575.550049,3542.000000,3556.399902,3355.325928,2013204
2021-11-17,3550.600098,3562.850098,3506.399902,3521.899902,3322.776367,1632914
2021-11-18,3515.149902,3520.850098,3451.600098,3475.699951,3279.188721,2136598
2021-11-22,3478.399902,3515.949951,3440.300049,3458.399902,3262.866699,3167936
2021-11-23,3445.000000,3480.949951,3407.800049,3464.250000,3268.385986,2153461
2021-11-24,3472.199951,3493.050049,3424.000000,3443.300049,3248.621094,2161746
2021-11-25,3443.899902,3463.000000,3434.050049,3445.899902,3251.073242,1849619
2021-11-26,3425.000000,3490.000000,3411.899902,3446.850098,3251.969971,1941251
2021-11-29,3447.149902,3529.350098,3406.449951,3502.000000,3304.001465,2981745
2021-11-30,3491.000000,3563.750000,3491.000000,3529.149902,3329.616455,5588446
2021-12-01,3535.000000,3590.000000,3535.000000,3577.800049,3375.516357,2102118
2021-12-02,3589.199951,3648.000000,3574.100098,3642.899902,3436.935791,3152938
2021-12-03,3646.449951,3665.949951,3630.850098,3640.449951,3434.624023,2486263
2021-12-06,3640.449951,3658.000000,3522.000000,3536.399902,3336.456543,1849642
2021-12-07,3562.500000,3598.000000,3524.300049,3584.500000,3381.837646,1484458
2021-12-08,3601.000000,3646.449951,3601.000000,3626.899902,3421.840088,1428660
2021-12-09,3610.000000,3634.750000,3566.000000,3601.750000,3398.111816,1567957
2021-12-10,3585.000000,3642.000000,3575.100098,3636.800049,3431.180420,1510718
2021-12-13,3650.000000,3662.000000,3601.699951,3609.649902,3405.565430,1883864
2021-12-14,3605.000000,3635.000000,3576.699951,3623.800049,3418.915283,1747007
2021-12-15,3620.000000,3623.000000,3558.149902,3570.350098,3368.487549,1603233
2021-12-16,3582.000000,3608.449951,3570.000000,3581.600098,3379.101563,2072320
2021-12-17,3602.500000,3651.350098,3573.699951,3584.350098,3381.696045,4333992
2021-12-20,3589.000000,3606.000000,3510.149902,3556.899902,3355.797852,2312310
2021-12-21,3582.649902,3641.199951,3566.399902,3608.300049,3404.291748,2340989
2021-12-22,3624.000000,3636.800049,3606.250000,3630.750000,3425.472656,1224328
2021-12-23,3648.000000,3670.500000,3630.000000,3662.699951,3455.616211,1792861
2021-12-24,3685.000000,3705.000000,3644.800049,3670.899902,3463.352295,2209923
2021-12-27,3671.000000,3700.000000,3653.100098,3696.100098,3487.127686,1534135
2021-12-28,3710.000000,3725.000000,3693.850098,3706.550049,3496.986572,1456218
2021-12-29,3692.250000,3719.949951,3685.000000,3694.699951,3485.806885,1456923
2021-12-30,3681.350098,3740.000000,3680.000000,3733.750000,3522.649170,1966475
2021-12-31,3742.800049,3760.000000,3731.300049,3738.350098,3526.989014,1207141
2022-01-03,3750.000000,3830.000000,3745.000000,3817.750000,3601.899414,2346158
2022-01-04,3831.100098,3889.149902,3811.699951,3884.750000,3665.111572,2488606
2022-01-05,3865.000000,3870.000000,3812.399902,3860.949951,3642.657471,1733031
2022-01-06,3812.000000,3835.000000,3772.000000,3807.449951,3592.181885,1810293
2022-01-07,3820.000000,3864.899902,3796.399902,3853.500000,3635.628418,2460591
2022-01-10,3978.000000,3978.000000,3861.000000,3879.850098,3660.488770,3937092
2022-01-11,3856.000000,3925.000000,3856.000000,3915.899902,3694.500488,1906106
2022-01-12,3925.000000,3929.000000,3836.550049,3859.899902,3641.666260,3203744
2022-01-13,3918.000000,3923.000000,3857.000000,3897.899902,3677.518066,6684507
2022-01-14,3877.850098,3977.000000,3860.050049,3968.149902,3743.796143,3348123
2022-01-17,3992.699951,4043.000000,3962.300049,4019.149902,3791.912598,3442604
2022-01-18,4033.949951,4041.699951,3980.000000,3990.600098,3764.977539,2389041
2022-01-19,4012.000000,4012.000000,3910.500000,3914.649902,3699.811279,3102539
2022-01-20,3910.000000,3920.000000,3811.000000,3826.550049,3616.546387,6176776
2022-01-21,3807.000000,3851.550049,3771.100098,3833.500000,3623.114746,3112358
2022-01-24,3840.000000,3849.649902,3740.100098,3771.350098,3564.375244,3258414
2022-01-25,3769.500000,3809.399902,3722.199951,3769.899902,3563.004883,3330501
2022-01-27,3731.000000,3733.399902,3625.100098,3649.250000,3448.976563,5718297
2022-01-28,3646.000000,3729.800049,3646.000000,3690.050049,3487.537354,3143862
2022-01-31,3749.000000,3758.000000,3721.399902,3736.250000,3531.201660,2739393
2022-02-01,3770.000000,3808.000000,3736.399902,3800.649902,3592.067627,2105169
2022-02-02,3827.899902,3864.000000,3800.649902,3856.199951,3644.568848,1984212
2022-02-03,3851.000000,3882.500000,3816.050049,3824.600098,3614.702881,1960538
2022-02-04,3815.300049,3824.699951,3769.000000,3814.899902,3605.535156,2307366
2022-02-07,3791.000000,3831.800049,3756.149902,3779.000000,3571.605469,1919149
2022-02-08,3791.550049,3799.699951,3721.000000,3743.449951,3538.006104,2946443
2022-02-09,3750.000000,3777.949951,3746.100098,3760.550049,3554.168213,1638721
2022-02-10,3789.800049,3789.800049,3758.000000,3770.350098,3563.429932,2112459
2022-02-11,3752.500000,3752.500000,3690.000000,3694.949951,3492.168213,3851488
2022-02-14,3724.000000,3793.250000,3710.000000,3733.750000,3528.839111,5951745
2022-02-15,3786.000000,3835.000000,3748.000000,3817.800049,3608.275879,3931683
2022-02-16,3844.000000,3854.100098,3806.000000,3813.100098,3603.833984,3256906
2022-02-17,3825.000000,3835.000000,3779.000000,3784.199951,3576.520020,3134372
2022-02-18,3769.000000,3815.949951,3757.600098,3793.899902,3585.687500,3688883
2022-02-21,3810.000000,3827.800049,3705.550049,3719.399902,3515.276123,7465922
2022-02-22,3650.000000,3667.899902,3570.000000,3586.399902,3389.575684,5408531
2022-02-23,3611.000000,3622.899902,3555.649902,3563.800049,3368.216064,2426203
2022-02-24,3474.000000,3483.850098,3391.100098,3401.649902,3214.964355,5039136
2022-02-25,3468.000000,3530.000000,3462.000000,3520.750000,3327.528320,2549723
2022-02-28,3490.000000,3563.750000,3455.899902,3554.199951,3359.142822,3288942
2022-03-02,3552.500000,3571.949951,3506.000000,3546.149902,3351.534180,2761341
2022-03-03,3562.850098,3578.600098,3530.100098,3544.399902,3349.880615,1928039
2022-03-04,3501.500000,3561.199951,3487.050049,3524.350098,3330.931152,2370257
2022-03-07,3450.000000,3548.000000,3431.550049,3484.899902,3293.645996,3054130
2022-03-08,3460.000000,3609.000000,3460.000000,3599.949951,3402.382080,3300992
2022-03-09,3605.000000,3654.000000,3597.050049,3632.600098,3433.240234,2719654
2022-03-10,3684.000000,3684.000000,3615.000000,3620.949951,3422.229492,2005441
2022-03-11,3603.250000,3639.850098,3592.850098,3599.149902,3401.625488,1623423
2022-03-14,3580.000000,3648.350098,3580.000000,3643.000000,3443.069336,1765688
2022-03-15,3659.000000,3659.000000,3585.399902,3593.899902,3396.663818,3651133
2022-03-16,3640.500000,3668.000000,3616.250000,3655.899902,3455.261230,3090475
2022-03-17,3696.600098,3710.000000,3660.300049,3672.750000,3471.186768,3600452
2022-03-21,3696.000000,3713.949951,3615.000000,3626.699951,3427.663574,2413831
2022-03-22,3640.000000,3711.000000,3625.000000,3700.949951,3497.839111,2907611
2022-03-23,3708.000000,3729.800049,3690.000000,3712.399902,3508.660645,1596195
2022-03-24,3700.000000,3758.199951,3695.000000,3749.850098,3544.055176,1879046
2022-03-25,3759.899902,3779.500000,3672.000000,3707.449951,3503.982422,1690133
2022-03-28,3695.000000,3713.000000,3661.199951,3707.699951,3504.218750,1760990
2022-03-29,3694.750000,3722.000000,3691.000000,3705.350098,3501.997559,2689063
2022-03-30,3738.000000,3738.000000,3706.199951,3731.550049,3526.759766,1583455
2022-03-31,3740.000000,3754.649902,3720.199951,3739.949951,3534.698730,2168110
2022-04-01,3748.000000,3763.000000,3728.050049,3758.750000,3552.466797,1387014
2022-04-04,3762.000000,3780.000000,3737.100098,3770.350098,3563.429932,1472994
2022-04-05,3772.000000,3835.600098,3772.000000,3814.800049,3605.440918,2314947
2022-04-06,3809.300049,3809.300049,3731.149902,3755.350098,3549.253174,2051729
2022-04-07,3745.500000,3745.500000,3679.000000,3684.149902,3481.960938,2494829
2022-04-08,3690.000000,3705.000000,3642.500000,3685.649902,3483.378662,2296773
2022-04-11,3690.000000,3712.350098,3656.100098,3696.399902,3493.538574,2291660
2022-04-12,3683.000000,3739.000000,3648.350098,3691.100098,3488.529541,4483476
2022-04-13,3707.000000,3709.850098,3655.550049,3661.949951,3460.979248,1621672
2022-04-18,3610.000000,3610.000000,3522.500000,3528.050049,3334.427734,3820792
2022-04-19,3550.000000,3563.550049,3439.149902,3471.899902,3281.359375,3170014
2022-04-20,3500.000000,3569.149902,3480.000000,3556.800049,3361.599854,2640370
2022-04-21,3580.000000,3644.000000,3567.399902,3628.649902,3429.507080,2280996
2022-04-22,3581.100098,3617.000000,3571.500000,3612.550049,3414.290283,1581465
2022-04-25,3558.000000,3584.000000,3533.100098,3548.199951,3353.471924,1960694
2022-04-26,3575.149902,3587.899902,3518.149902,3546.300049,3351.676514,1943469
2022-04-27,3546.000000,3568.449951,3506.300049,3561.199951,3365.758545,1727648
2022-04-28,3588.000000,3604.399902,3538.050049,3584.300049,3387.591309,1703660
2022-04-29,3597.000000,3623.250000,3536.850098,3546.699951,3352.054443,2051115
2022-05-02,3519.899902,3547.949951,3492.750000,3542.399902,3347.990234,1324161
2022-05-04,3538.500000,3545.449951,3465.300049,3479.750000,3288.778564,2305825
2022-05-05,3512.100098,3533.000000,3485.350098,3513.399902,3320.582031,1612262
2022-05-06,3459.000000,3474.500000,3424.500000,3432.600098,3244.216553,2010812
2022-05-09,3398.000000,3456.000000,3346.850098,3445.100098,3256.030273,2481830
2022-05-10,3434.000000,3464.800049,3422.000000,3438.750000,3250.028809,1622685
2022-05-11,3435.000000,3448.449951,3382.149902,3412.000000,3224.746338,1841769
2022-05-12,3378.000000,3449.699951,3350.100098,3408.649902,3221.580322,2807195
2022-05-13,3435.000000,3439.899902,3382.149902,3414.899902,3227.487549,2187823
2022-05-16,3415.000000,3430.000000,3366.600098,3376.800049,3191.478271,1195813
2022-05-17,3370.000000,3467.000000,3350.399902,3451.600098,3262.173584,1754076
2022-05-18,3465.000000,3495.000000,3443.050049,3448.800049,3259.527344,1866781
